,A,B,C,D,E,F
0,-2.0,2.1364393932265906,-0.4078173828559951,1.4064236450477976,-1.3369313210642098,0.6086484650360449
1,-2.0,9.191251635571986,-0.3511414787893694,-0.2666916979051379,-1.2232571999139639,0.7389695752185019
2,-2.0,5.861875863404327,-0.16948327947793543,-5.701602072838872,0.04700648163286414,-0.9220836154419705
3,-2.0,0.004071065199317247,2.8285029003595747,-1.1662289788265392,-1.2953634413295672,4.144522359926475
4,-2.0,0.3514019149527024,2.026043854783881,0.7383796636522995,-1.9025652640660962,3.552181893795801
5,-2.0,0.0017694263195899861,-1.2064571669903223,-2.315092608147971,-0.4204415613035942,-0.7703780739506706
6,-2.0,7.9777885127848585,-0.16357667294289865,-2.1239043972689906,-0.11627069504418597,0.12322070995674725
7,-2.0,0.029468250508659765,-2.5032747125276362,-1.4984190450155908,0.6141496876644805,-3.6382792914660493
8,-2.0,2.1247583546381295,-0.19277849465689903,-3.220527836533149,0.48527555281037216,-0.4703380657644052
9,-2.0,5.470702524350844,-2.3044566782498377,1.3448226836915718,-1.7630224997506332,-0.5763597729252798
10,-2.0,2.197715678871638,2.551257712974025,1.9590776730638997,-2.468284659120535,4.930133490038698
11,-2.0,0.12603571471623745,-0.5492252489580112,-0.47600813864453073,-0.7837936476185806,0.2903988205084908
12,-2.0,0.17325664592708687,0.3273048936660493,-12.831932948811742,0.5043055175161041,-0.14755030139022327
13,-2.0,2.547749897551327,-5.631929003785896,-1.7675337273020073,-1.7185590633305559,-3.5670108442117887
14,-2.0,0.4365890410531726,-0.7661552581868382,2.0169395714759775,-1.6711586877762161,0.8033572433481679
15,-2.0,0.008559585844445296,0.26562056502203374,-3.0967638113886657,0.8750228645120467,-0.31616845418501816
16,-2.0,9.788075538129148,-2.339704333858358,0.8972706872551224,-1.608557614607482,-1.1681596865811132
17,-2.0,0.161690765014013,-0.684244355224465,-2.642214848785117,0.07723858341147705,-0.5564882602372355
18,-2.0,12.978994935769498,1.011939507429512,0.6764925473629324,-2.379626670296512,3.267444105720843
19,-2.0,2.770516992972136,0.8580652257253578,-2.8064877864517213,-0.05720027120491111,1.4032329828256338
20,-2.0,1.0689367722793248,0.4765883656203888,1.0115517553104922,-0.6159823661519305,1.0178860053870076
21,-2.0,1.850095184295949,-0.15544301122864154,-3.5856780004530777,-2.3052146686405335,1.6936149680429753
22,-2.0,16.236166673892644,0.10188605106172179,0.26539473848382067,-0.8248628008552746,0.7494566773920592
23,-2.0,2.064744984040966,-0.6577306646400416,0.23320548939086994,-2.4804310681778303,2.10914840400722
24,-2.0,0.14093587412418546,1.1369518622831252,0.9971468074383423,-0.7097256902854636,1.438603785030171
25,-2.0,3.843902665308449,0.08919747058307839,0.08107299951838143,-1.3669511570756319,1.0928363635981209
26,-2.0,6.474570482707461,-0.899619966177044,-0.4816370327606583,-0.8987149168463433,-0.2651989089390335
27,-2.0,6.643148306802545,-0.290456800546068,0.13197970204007348,-1.8589671991727985,1.3572323234137549
28,-2.0,0.2122279454357496,2.173622234023593,0.9486017288908817,-1.511902704868747,3.4891019358408184
29,-2.0,42.73142718731258,-0.3456528874892116,-3.2836260084279463,-1.327511850744254,1.1893878655835393
30,-2.0,0.9624570457220939,-0.20911920709417223,0.08011089066950117,-1.6599946453626537,1.653638327249419
31,-2.0,2.1099781974999074,-0.300646507507438,-0.12204075102378534,0.9555104928663424,-1.383942231763805
32,-2.0,0.0016956459018905722,0.40208722803337277,-1.7086490478536733,1.289890733327232,-1.0072234935033673
33,-2.0,1.3177520192044343,-1.547796615401875,-0.8270208450765274,-0.2927148121045955,-0.9002731759632752
34,-2.0,4.3715818366879,-0.18379107988730392,0.8189248322222411,-1.1601905009873965,0.9000007319508803
35,-2.0,0.6401209086870696,-3.888866921770172,-0.9871123712776351,-1.6519563009905802,-1.8482879686201215
36,-2.0,1.8142298506671193,0.9716892047980165,1.0846152033664036,-2.3113121258109652,3.1217700983424845
37,-2.0,0.30151874505424536,2.248145646222313,-1.3281899315671,1.4455825798196766,0.6393773986260446
38,-2.0,0.36480274418455017,4.284935643999558,1.0533174666775875,-2.6922465144400523,6.87744911243375
39,-2.0,0.10501937479829813,-1.1707713646672135,-2.3858260616222315,1.5703640812266308,-2.57605934091282
40,-2.0,1.1135903480860534,-1.3782497449944306,-3.94610598813398,-0.5423344415186779,-0.4264348820717819
41,-2.0,4.580676931016342,0.162036496700628,-0.16957135891630548,-1.3259206470384237,1.9438047876669775
42,-2.0,6.81392145401604,-0.5353248180629794,-5.5748315408830855,3.122697883273318,-3.554506378468774
43,-2.0,5.667936475667326,-0.31657700049992993,-2.046176542334498,-0.5716520192147483,0.42341335482198117
44,-2.0,0.28233045630898895,0.38520597050502625,-2.5039172559483953,-0.5512725856102284,1.1966112458855251
45,-2.0,0.3543122248165052,2.2278961746069523,-1.026730816851631,-2.25322767988277,4.6339083057599195
46,-2.0,25.243176544858937,-1.6030341450416707,-1.1090426131550402,-0.5525726636963393,-1.2655598296579076
47,-2.0,3.3204685967985816,-2.040003092836642,-7.2016251365004615,-1.3125648445372056,-0.6398392232257052
48,-2.0,0.7422806866289413,-1.0476266502677607,-0.7944968397595242,-1.8359611108931584,0.6751887490892983
49,-2.0,3.0711934163148666,-2.143722172318831,-1.7166561590475193,-0.8427943616595306,-1.2587247698107122
