,A,B,C,D,E,F
0,0.44497038690190127,2.0,0.17717411582198375,-0.44308183955215186,0.6301112001269357,-0.4501148681112333
1,0.2539566623968738,2.0,-0.006644521959114742,0.07285459515975212,-1.484707252565304,1.191353894559146
2,5.361800422042009,2.0,0.1511316116330844,-2.261227885835708,-0.8831322071058653,1.1880697274754883
3,1.0454073473483207,2.0,-0.2719629427605467,-0.89261328524022,-0.17272239611964468,-0.40789676142334486
4,8.847781594037093,2.0,-0.025853779827481355,-2.9324277866089234,0.2149135358793739,-0.5586350456973471
5,1.3051790593481978,2.0,-0.5572504494313595,1.0278765436506543,-1.914066899969514,1.7588078884654879
6,0.42855608812922424,2.0,0.6627179915821452,-0.4241547097089007,-2.093425554571249,2.331939050198801
7,0.9909056229768827,2.0,-2.17647439259599,0.8615432389705697,-1.9024716408007678,-0.44672406105902046
8,8.593866999342188,2.0,-0.07296428154853153,-2.8888091195129535,-1.8367341239392316,1.9080560587639752
9,3.7307173193298695,2.0,0.5219050954480015,-1.8660301307773375,0.005124473833914789,0.7968673737716772
10,15.09529213615952,2.0,-0.16178919227647645,-3.853134213312396,1.1985730235186474,-1.5000940820163489
11,4.39588037648358,2.0,-0.6194788879905099,-2.0364752652862244,-0.7633789653603714,0.181869767801502
12,0.35812258175877426,2.0,0.28729090282688097,-0.33086811783215353,-0.6104300645052408,0.7875159283491161
13,1.31665817773229,2.0,0.44970805526143703,-1.0334453577094957,-1.6807947607604294,2.1413718291409696
14,0.28684073039954605,2.0,-0.012423038877090958,-0.19542737791456855,-0.881091782977483,0.85815540982425
15,5.307387843535259,2.0,-0.12212001977038527,2.2491640609733823,-1.9248672054539133,1.9661958846379177
16,1.1038448423490033,2.0,2.2416768919996124,-0.9247680638884654,-2.6786475591126435,5.1477512852232845
17,3.6219056899687274,2.0,0.05373739829336006,-1.8366428122004956,-1.259290374390683,1.4278713969660006
18,0.5027717219268348,2.0,0.28698680880534244,-0.5041059923923266,-1.4395219813368856,1.1780388240686874
19,2.443475505111439,2.0,0.5145169237903084,1.4814947299097816,-1.4801760942799538,1.6275428706727297
20,0.2645961413276756,2.0,-0.14367623925470693,-0.12628250459463164,-1.9227412478104062,1.1698431709723378
21,2.2961833563251393,2.0,1.0436798868951886,1.4309208524457797,-1.9059934315279325,2.6902497232293325
22,30.180444030918064,2.0,-0.45625903191806055,-5.470995810687217,2.0852619289764505,-2.5561071729407456
23,0.3584486058718838,2.0,-0.01852367436106717,-0.33136043142007976,-1.8139235107321876,1.5422402565551117
24,0.5008293980968006,2.0,-1.1202963861820248,0.5021757936577769,-0.16301953657930301,-0.8818821405940996
25,0.6360684171192317,2.0,0.20171348559711016,0.6224303549460367,-1.0047772686026235,1.3247646639992439
26,9.720513654482156,2.0,-0.3758688556343058,-3.077639482480229,0.49444281774281584,-0.7070465098255323
27,0.4988449456528126,2.0,0.8428487113893509,0.5001960368613791,-2.128518395396078,2.6204429022903497
28,4.145642469866098,2.0,-2.688602240669935,-1.9740804440308697,-1.4091053307813537,-1.5125649656721043
29,2.8017271700258117,2.0,-0.5808352789050648,-1.5978355045701136,-0.9528196149488903,0.4980787008078858
30,37.00727070895501,2.0,0.2813453593137168,-6.062888902049421,-2.5217294708194737,2.9738111936103633
31,0.5074419530954115,2.0,-0.8724859128722928,-0.5087170949893753,-1.5579357141454286,0.4971820582577755
32,3.389458556759899,2.0,-1.7615907429784134,1.772232966175417,-1.3009481412489903,-0.6135810475191074
33,0.3074264290440015,2.0,0.1512926706909597,0.2424408354279846,-0.07083148721304777,0.14407545846580555
34,24.565876616649625,2.0,1.9053906595419752,-4.931250120029265,1.0980406045277773,1.1666744403571148
35,0.5023777163273949,2.0,-0.22214892211840973,-0.5037150444114336,-1.0727757923480543,0.3918708714507765
36,0.2753673716468707,2.0,-0.22234874509127767,-0.16345794959526527,-2.3397511943851197,2.2854178771341696
37,6.01149121174977,2.0,0.5685077034225485,2.4005920814225785,-2.6237880415836576,3.2111254579266753
38,6.287869712927696,2.0,0.3044748710720106,-2.457482623044711,0.0020768109301928517,0.4496826101623389
39,3.397602469665668,2.0,1.6531488218077557,1.774529120444262,-1.8493353663061352,3.4892388500574603
40,17.7362528195348,2.0,0.5072759930144232,-4.18181825874509,-1.8192487210935644,2.178290031505192
41,0.5700385234936497,2.0,0.23406950439010907,0.5669123857640326,-1.000800100959074,1.4129832616127138
42,2.7918871076984715,2.0,-1.0507568744529374,-1.594753346865116,-1.0238060636786637,0.025613071581575934
43,67.99198627548856,2.0,-2.220582347228308,-8.230634082810848,-1.798383773644491,-0.2919722308385284
44,0.7321892417139337,2.0,-1.4771594878738152,-0.6953706719102779,-0.14781075971438706,-1.0418978426398235
45,0.2884830591809943,2.0,0.13239441549301034,-0.19958504157379098,-2.3965371726867803,2.591398618018521
46,7.437006441629369,2.0,-0.7625891745935335,-2.6811112567867053,1.0235363488613567,-1.5090298521955878
47,12.807985535705246,2.0,-0.7524020981218051,-3.5439154427475077,-1.1799968641631304,0.6305896251482084
48,0.24938485813050354,2.0,0.14110240897316229,-0.027129094520848496,0.589892791950084,-0.22201449550805222
49,0.5046058899337624,2.0,-0.5272259106340155,0.5059219500800296,-1.5540034645524101,0.3955059620858892
