,A,B,C,D,E,F
0,2.0,11.491287250117054,-5.108615647073356,1.1878448525653909,-1.60816934803097,-3.0024230563862653
1,2.0,1.4714928759322499,-2.5244216938447757,1.168491722557283,-2.5344645454499872,0.006702853481847366
2,2.0,7.942941721540192,-0.1826405865790697,1.4595233306376794,-2.421063143994161,2.324360719275865
3,2.0,8.764327722323326,-0.2441681611576902,0.5266338468488976,-1.3093735650565836,1.1791872831394021
4,2.0,4.696505764869128,5.619816897830915,-1.6177732321553862,-1.410500965019665,6.801573138007565
5,2.0,0.8658938069817137,1.2922248397025595,0.8740169958016979,-0.7542868264788711,2.264146350334153
6,2.0,0.6806177505470704,-0.4908755988702962,-1.0426136873202245,-1.5265997134118243,1.0249339223254483
7,2.0,0.8326555807807394,-1.9464200163803553,2.2984675980446863,-2.8442274396990013,1.14168318252218
8,2.0,0.38815377441662935,-0.054475811254494765,-0.975018741536918,-1.993358681831317,2.2009451487243954
9,2.0,0.5204552604824744,-0.8852601079403977,-8.897884242870095,-2.318863894257102,1.7560785556216194
10,2.0,9.249526504771104,-1.1176705078782143,-2.5982583839802755,-0.09168326078590461,-1.2100756462975233
11,2.0,4.535188359723104,0.3564929446449447,0.7652008509456345,-2.7011752529502613,3.0177367508144752
12,2.0,1.3600872681926306,1.2448207277186825,-2.311064834326225,1.002305480991754,0.03461137116372659
13,2.0,0.013372565022280654,-0.11090835016182478,0.8870097102101644,-1.6838171754222904,1.2023004109396485
14,2.0,4.3668885539762625,0.11649046238323067,-0.936432532549467,0.24761437276358855,-0.8449366092464373
15,2.0,3.8901033738998896,3.357082565789216,1.5751456217293685,-2.3692470867209297,5.42968757883354
16,2.0,17.59958550594159,0.038738120988876426,0.07061018876826597,-0.44175245789541817,0.5944143081720367
17,2.0,4.2803548536028595,4.0217288571845815,-7.430451287409436,3.2612664655091126,0.6290737490155965
18,2.0,1.0533919005501076,-0.20332417893800692,-6.219329411651854,0.8183604052613849,-1.2590678467383594
19,2.0,1.3409209143641039,1.56980123266596,1.0766706980912344,-1.5528394805377514,3.264075327580299
20,2.0,0.23240523178398176,0.234090022125182,-2.5352717330157253,-1.010424381168391,1.2035316692371723
21,2.0,0.024598840966989725,-1.4331597233753066,-3.8719005398949373,1.1953428817553506,-2.6421645696651037
22,2.0,5.0812154741236055,0.27189162528961236,-2.891637460915208,-1.2655613093134255,1.8392288160926926
23,2.0,1.5902482986099367,-0.8980432862416639,1.0451337596753871,-0.21024861134178052,-0.6257866589338485
24,2.0,5.546306292428746,-0.36535848862965403,2.5778501011796435,-2.2280866414368377,1.657443883153068
25,2.0,0.0940832314152426,-1.5182454696606278,-3.638347807896813,-2.552146286813412,0.747182832009047
26,2.0,7.031295939114581,-1.1897010396191314,-0.8625949547274769,-0.4263672244547114,-1.2072137463897665
27,2.0,9.032435486733462,0.8683449259939007,0.32870648434889943,0.2937810029880902,0.446782445086351
28,2.0,0.20073081170294693,-0.24558069568712995,-0.09996895172041564,-0.46867171539459307,0.4154909135675231
29,2.0,0.06254743647670984,0.16048968415123813,-0.3285366741050891,0.4677178750122345,-0.8894629321882599
30,2.0,11.856604679321379,-0.42333387445065057,-4.234237187738319,-2.4605716716863615,2.4228337670390254
31,2.0,0.1982075577640769,-0.10174806037783202,-0.042337525089703565,-1.7843686499591938,1.822985065950992
32,2.0,5.238079688941314,-2.493575860593858,-1.740857673322365,-2.1113098709962768,-0.30462493446656314
33,2.0,1.93813046261581,-0.03852113736487121,-5.933934408105424,-0.14758512472890295,0.35770549218400716
34,2.0,2.341519801619466,-0.3085403583342247,0.0030780493360551553,-1.914499612500859,1.5507386226373732
35,2.0,0.026286332564476968,-1.0959481301018335,-3.975896565644297,1.2779245632519638,-1.881788295541737
36,2.0,0.43563571500236603,1.8043827632718212,1.2439027784027874,-0.5311912664029772,1.9129233464123465
37,2.0,0.9898631642286427,-1.273476433729436,-4.085480648353304,-1.8959532711079499,0.441026340120922
38,2.0,7.1074520600587725,0.035156084083793754,-3.2961349782625993,-1.2645193931183192,1.3489921001927863
39,2.0,0.5917103390646758,0.17778611144638776,0.017643499381129912,-0.0021682301939444093,0.36908432815772135
40,2.0,0.8311533987314849,0.4356052738359104,-4.059801102589835,1.4356343287371287,-1.4248080258309488
41,2.0,3.222898186045874,0.4586378454004843,-2.070145423942119,-0.5611708437410309,1.124842665992472
42,2.0,4.872933261266427,-0.32982851571902205,1.985239643489519,-1.3675233914387057,0.7908764385038962
43,2.0,4.24541742240694,1.839321349589713,-2.384033334379707,-1.2391572225047187,3.2135281297088047
44,2.0,0.175008312385795,0.8476227219550359,-6.633936037106791,0.781293737094636,-0.1989195670661344
45,2.0,9.706164617383356,-0.06929693687806722,-6.400449716281001,-1.5168293681875054,1.6482086042122035
46,2.0,19.623291804845945,-2.4357224475467842,-4.81483554151185,0.4072875427256475,-2.8301479643251355
47,2.0,3.6893133851123694,0.18882252196268526,1.552477653871363,-2.5897028189168583,3.0012494025925527
48,2.0,0.9361785415613851,-0.0685459103526339,-5.336012905103122,-1.362147147196994,1.3166838607184692
49,2.0,0.3995250312851017,2.7644749825359654,-4.370656547406833,-2.4366779364849904,4.99135948924594
