,A,B,C,D,E,F
0,0.23672973320730792,-2.0,-0.5235381750911478,-0.7876724095288783,-0.8446378337850776,-0.18346609472149034
1,-0.37829329920701327,-2.0,0.009241451574989368,0.07351729265083007,-1.8666154315681518,1.9909705959020112
2,1.9823922323898964,-2.0,0.8889554244502073,-1.538210103957069,-2.3164117083241647,3.1020703356498482
3,8.556308154608898,-2.0,-0.034869445699427126,-2.989984322054987,-1.1241215245107306,0.7405963093678716
4,-0.21328244433094226,-2.0,0.10623250710243004,-0.41281430110254025,-1.0308231494475422,1.029427934643625
5,40.40464862935673,-2.0,-0.25280819149056843,-6.386575508117199,2.529641206480761,-2.8680932647077158
6,6.831233469688786,-2.0,-0.0250179937417391,-2.6860624641311874,-1.6011112170750645,1.6096019348350044
7,-0.38159706539814414,-2.0,-0.34768706939778576,-0.0458369515519621,-2.159644846678037,2.1756626598481192
8,10.834616348491945,-2.0,-0.03318391818718181,-3.349375231295781,-1.0518072817722586,1.1814853916940915
9,7.060186679589469,-2.0,-0.13488033343861253,2.728348359560265,-2.401413461451098,2.5874535783546797
10,2.53700733305307,-2.0,-2.957766706799285,-1.709007145853636,-0.06566307978516672,-3.104105954332344
11,6.921238718607294,-2.0,0.3708228271415527,2.7027646605157867,-2.311372242071518,2.5971852185106945
12,4.310249769995161,-2.0,-0.8886323678732772,-2.166552067576702,0.3885060375011793,-1.40485578994267
13,6.795297120717425,-2.0,-0.8651045576620945,2.6793647031046643,-2.2456860831620697,1.4684173907978004
14,6.475652519756873,-2.0,-0.4473724142343998,2.6190361989255884,-2.549260164543458,2.3757795977421496
15,-0.3835656759856355,-2.0,0.12935032616249245,-0.011507195144148996,-0.7464666853868388,1.280647119665261
16,12.450581226733766,-2.0,0.1665006203992626,-3.5824962412066097,-2.4643547457377966,2.6685528683443467
17,26.758544149072616,-2.0,0.23943298797418344,-5.2098217090989145,0.44738375953415754,-0.37217945079968767
18,0.4871550285021902,-2.0,-0.2227555014067462,-0.9331951135898169,-0.051074411016331256,-0.10930604161833543
19,0.739815252197194,-2.0,4.118604929993372,1.0599591236094508,-1.5511069952007324,5.628231888817654
20,5.203506782196365,-2.0,0.02686240958870869,2.3637269033714716,-2.366424014597827,2.397049492707549
21,-0.022054360524819717,-2.0,0.4415201557522452,-0.6013682158219715,-0.7916249475861462,1.3190786268379828
22,32.3972959395362,-2.0,-0.38677639173262995,-5.725468891808069,-0.304463219794074,-0.24802217522726064
23,0.4096539840771541,-2.0,2.3481629410753597,0.8907031355074906,-1.572899079905866,3.6561447653226025
24,-0.2070670016651255,-2.0,-0.09099820152192795,-0.4202750169360481,-0.21284795125768285,0.1661781420430086
25,6.396441445312434,-2.0,0.6255627140173823,-2.6038701075203723,-1.508919874220152,1.9939662861845389
26,20.66212527216051,-2.0,1.5212495268637785,-4.587572709362352,1.5737924195747905,-0.2998218690860004
27,0.48650542306860195,-2.0,0.9801881207150677,0.9328469942034026,-1.5765154056339048,2.1630547612710225
28,-0.3475375358982865,-2.0,0.3338809990400134,-0.19015929014232924,-0.2113536744500225,0.6543188919940324
29,0.4353859444999603,-2.0,1.1979291407818018,0.9050326160010375,-0.2468225705149134,1.1374356327684745
30,25.167155012959473,-2.0,0.7422307207666119,-5.054785168974562,2.7285572646819514,-1.804335664626364
31,0.7431037783117526,-2.0,0.29124655986838194,-1.0615092415224059,-0.8803099479617517,1.2746922942812051
32,-0.1023816065755018,-2.0,0.9146277668664069,-0.5303927647981439,-1.6926357992880794,2.6520132790191906
33,89.1613298891981,-2.0,-0.1485707667406782,-9.462823467693129,-0.07072531389339232,-0.27325078772877387
34,0.8983975396708547,-2.0,1.9016799562446196,-1.1322966180275271,-2.3835650824497665,4.10549915856493
35,1.9218311305226428,-2.0,-1.6396582946197127,1.5183969250654994,-1.9822163715574965,0.5094537004405667
36,0.15720443003135418,-2.0,0.3551186620426346,-0.7354607546001861,-2.08804967350298,2.80389518627231
37,1.3160921038327973,-2.0,2.497766100455439,1.3037600221507477,-1.8698729842429436,4.391361659465752
38,12.080665720667158,-2.0,0.2669296680434576,-3.530490590865932,0.19188529561919965,0.3697355943300618
39,-0.16322488987157083,-2.0,0.9467003631951695,-0.46954573968267477,-0.9463859551033132,1.9417141245352125
40,0.6790004303647424,-2.0,-0.37877348055035,-1.0308726991682646,-0.7141216433954986,0.5194162707217568
41,1.6077566492920683,-2.0,1.9157435207623814,1.4111891229802578,-1.0089540201163265,2.6954295956250216
42,0.6577072752893486,-2.0,0.6692191876710173,1.02049270786962,-1.7186579932295172,2.222633064308504
43,1.85792080890475,-2.0,2.611077547170805,1.4972036937005169,-2.1514537745134015,4.702199124978005
44,0.9384175364708475,-2.0,0.9275249313989069,1.1498328695930415,-0.8693871172801051,1.7997896410773786
45,11.06896085494853,-2.0,0.42503411424040705,-3.384177735650752,1.0809747786603077,-1.11791205078526
46,0.4562327576540998,-2.0,1.700207577467248,0.9164774133495167,-1.1123471606791515,2.911471810372281
47,-0.37470446564647103,-2.0,-0.28139323444437186,0.094834729288642,-1.255633343035897,0.7948935105616404
48,0.3311107343101238,-2.0,-1.8575316057699875,0.8454636750540172,-1.580268848336977,-0.42519153278244315
49,2.1744667816292464,-2.0,4.229750081764387,1.5994264200503152,-1.2369539372742233,5.871091213486545
